Case Number,Primary Type,Arrest,Latitude,Longitude,Date
JJ107779,DECEPTIVE PRACTICE,No,41.86816541,-87.62743954,01/02/2025 2:00:00 PM
JJ114711,CRIMINAL TRESPASS,No,41.97568623,-87.71386067,01/02/2025 2:04:00 PM
JJ101658,THEFT,Yes,41.92974382,-87.68427378,01/02/2025 2:07:00 PM
JJ101660,THEFT,No,42.00469444,-87.67288317,01/02/2025 2:10:00 PM
JJ101622,BATTERY,Yes,41.91084756,-87.6526056,01/02/2025 2:11:00 PM
JJ101676,BATTERY,Yes,41.82725137,-87.68276376,01/02/2025 2:13:00 PM
JJ101671,ASSAULT,No,41.96411163,-87.68560174,01/02/2025 2:15:00 PM
JJ101675,BATTERY,No,41.97016078,-87.6950756,01/02/2025 2:25:00 PM
JJ101669,THEFT,Yes,41.93926234,-87.71335694,01/02/2025 2:30:00 PM
JJ101972,BATTERY,Yes,41.72084766,-87.53649748,01/02/2025 2:30:00 PM
JJ101695,ROBBERY,No,41.79162572,-87.76958927,01/02/2025 2:30:00 PM
JJ101704,ASSAULT,No,41.87498715,-87.68556613,01/02/2025 2:30:00 PM
JJ102490,CRIMINAL DAMAGE,No,41.87002813,-87.70882386,01/02/2025 2:30:00 PM
JJ102581,ASSAULT,No,42.0195029,-87.69141383,01/02/2025 2:30:00 PM
JJ101718,CRIMINAL TRESPASS,No,41.89670038,-87.76224197,01/02/2025 2:40:00 PM
JJ102918,OTHER OFFENSE,No,42.0059454,-87.70457862,01/02/2025 2:40:00 PM
JJ101897,THEFT,Yes,41.95348014,-87.68845192,01/02/2025 2:45:00 PM
JJ101686,CRIMINAL TRESPASS,No,41.83275449,-87.64615364,01/02/2025 2:45:00 PM
JJ101670,BATTERY,No,41.87815451,-87.63013134,01/02/2025 2:46:00 PM
JJ101693,CRIMINAL TRESPASS,No,41.93010112,-87.64892442,01/02/2025 2:46:00 PM
JJ101715,NARCOTICS,Yes,41.89437209,-87.71384269,01/02/2025 2:50:00 PM
JJ101717,THEFT,Yes,41.96470153,-87.65702958,01/02/2025 2:50:00 PM
JJ134190,BATTERY,No,41.85293899,-87.68639428,01/02/2025 2:51:00 PM
JJ101740,THEFT,No,41.9230531,-87.67650009,01/02/2025 2:55:00 PM
JJ101716,NARCOTICS,Yes,41.80943331,-87.61338684,01/02/2025 3:00:00 PM
JJ101684,THEFT,No,41.74519462,-87.58583056,01/02/2025 3:00:00 PM
JJ101734,THEFT,No,41.72894959,-87.57430317,01/02/2025 3:00:00 PM
JJ101832,BATTERY,No,41.77048675,-87.73230586,01/02/2025 3:00:00 PM
JJ101835,ASSAULT,No,41.87978301,-87.77301228,01/02/2025 3:00:00 PM
JJ101840,THEFT,No,41.96708389,-87.70842839,01/02/2025 3:00:00 PM
JJ101853,BATTERY,No,41.89845101,-87.76886375,01/02/2025 3:00:00 PM
JJ101864,CRIMINAL DAMAGE,No,41.77346545,-87.57480503,01/02/2025 3:00:00 PM
JJ102368,THEFT,No,41.7833029,-87.59789105,01/02/2025 3:00:00 PM
JJ102502,DECEPTIVE PRACTICE,No,41.96036017,-87.65053465,01/02/2025 3:00:00 PM
JJ108090,THEFT,No,41.66077374,-87.64377665,01/02/2025 3:00:00 PM
JJ109324,BURGLARY,No,41.89235452,-87.63664906,01/02/2025 3:00:00 PM
JJ120854,BATTERY,No,41.80764629,-87.74111021,01/02/2025 3:00:00 PM
JJ101710,NARCOTICS,Yes,41.87587609,-87.71083785,01/02/2025 3:06:00 PM
JJ101791,OTHER OFFENSE,No,41.87594037,-87.74382152,01/02/2025 3:08:00 PM
JJ101738,BATTERY,Yes,41.99856,-87.69845239,01/02/2025 3:09:00 PM
JJ101674,CRIMINAL DAMAGE,No,41.87195991,-87.69729083,01/02/2025 3:09:00 PM
JJ101732,CRIMINAL DAMAGE,No,41.67713163,-87.63224712,01/02/2025 3:10:00 PM
JJ101759,MOTOR VEHICLE THEFT,No,41.95146268,-87.6485636,01/02/2025 3:15:00 PM
JJ116121,THEFT,No,42.00509645,-87.776664,01/02/2025 3:20:00 PM
JJ101799,THEFT,Yes,41.92823582,-87.68208415,01/02/2025 3:23:00 PM
JJ101875,MOTOR VEHICLE THEFT,Yes,41.90132451,-87.723822,01/02/2025 3:30:00 PM
JJ101771,THEFT,No,41.75021523,-87.63307591,01/02/2025 3:30:00 PM
JJ101879,THEFT,No,41.77783089,-87.77310872,01/02/2025 3:30:00 PM
JJ103745,THEFT,No,41.75272044,-87.57967432,01/02/2025 3:30:00 PM
JJ101749,CRIMINAL DAMAGE,No,41.80416472,-87.65633281,01/02/2025 3:36:00 PM
JJ101862,ASSAULT,No,41.69258699,-87.71430349,01/02/2025 3:37:00 PM
JJ102051,OTHER OFFENSE,No,41.91578261,-87.73505959,01/02/2025 3:37:00 PM
JJ101767,THEFT,No,41.89604512,-87.66899749,01/02/2025 3:43:00 PM
JJ101753,BATTERY,No,41.87742912,-87.69678128,01/02/2025 3:45:00 PM
JJ101779,THEFT,No,41.7211947,-87.66402497,01/02/2025 3:45:00 PM
JJ101961,MOTOR VEHICLE THEFT,No,41.78906569,-87.60778444,01/02/2025 3:45:00 PM
JJ107039,ASSAULT,No,41.8664915,-87.6974515,01/02/2025 3:45:00 PM
JJ124282,DECEPTIVE PRACTICE,No,41.78018379,-87.68366502,01/02/2025 3:45:00 PM
JJ101786,BATTERY,No,41.97887761,-87.65788362,01/02/2025 3:50:00 PM
JJ102131,THEFT,No,41.67729895,-87.62864333,01/02/2025 3:50:00 PM
JJ101787,NARCOTICS,Yes,41.88025778,-87.73546452,01/02/2025 3:51:00 PM
JJ101910,MOTOR VEHICLE THEFT,No,41.92367047,-87.78642656,01/02/2025 3:52:00 PM
JJ101785,ASSAULT,No,41.83053093,-87.61027746,01/02/2025 3:54:00 PM
JJ102015,ASSAULT,Yes,41.77404455,-87.61188007,01/02/2025 4:00:00 PM
JJ101793,THEFT,No,41.99670625,-87.78726951,01/02/2025 4:00:00 PM
JJ101808,BATTERY,No,41.85983691,-87.70296877,01/02/2025 4:00:00 PM
JJ102749,THEFT,No,41.77427915,-87.61428237,01/02/2025 4:00:00 PM
JJ103678,MOTOR VEHICLE THEFT,No,41.93457403,-87.72338424,01/02/2025 4:00:00 PM
JJ105689,THEFT,No,41.96761073,-87.68759239,01/02/2025 4:00:00 PM
JJ110404,THEFT,No,41.98923169,-87.6715864,01/02/2025 4:00:00 PM
JJ116352,DECEPTIVE PRACTICE,No,41.68619661,-87.66502486,01/02/2025 4:00:00 PM
JJ101800,NARCOTICS,Yes,41.88434563,-87.75345025,01/02/2025 4:05:00 PM
JJ102060,DECEPTIVE PRACTICE,No,41.89169488,-87.62615583,01/02/2025 4:10:00 PM
JJ101812,CRIMINAL DAMAGE,No,41.80955284,-87.60492331,01/02/2025 4:15:00 PM
JJ101838,NARCOTICS,Yes,41.89546809,-87.71556575,01/02/2025 4:17:00 PM
JJ101778,THEFT,No,41.90399688,-87.64323024,01/02/2025 4:19:00 PM
JJ101829,WEAPONS VIOLATION,Yes,41.76363577,-87.62828956,01/02/2025 4:20:00 PM
JJ101988,ROBBERY,No,41.87013555,-87.73571673,01/02/2025 4:20:00 PM
JJ101803,THEFT,Yes,41.92974382,-87.68427378,01/02/2025 4:22:00 PM
JJ101831,ASSAULT,No,41.77499213,-87.6920651,01/02/2025 4:25:00 PM
JJ101839,CRIMINAL TRESPASS,No,41.78993119,-87.66448019,01/02/2025 4:25:00 PM
JJ101844,BATTERY,No,41.8739033,-87.75827019,01/02/2025 4:29:00 PM
JJ101942,ASSAULT,No,41.93761933,-87.74318765,01/02/2025 4:30:00 PM
JJ102082,ROBBERY,No,41.93935543,-87.72719427,01/02/2025 4:30:00 PM
JJ107028,OTHER OFFENSE,No,41.8664915,-87.6974515,01/02/2025 4:31:00 PM
JJ101821,OTHER OFFENSE,No,41.75004521,-87.63670944,01/02/2025 4:33:00 PM
JJ102598,ASSAULT,No,41.94722142,-87.65571826,01/02/2025 4:33:00 PM
JJ101850,THEFT,No,41.807704,-87.70396427,01/02/2025 4:35:00 PM
JJ101872,NARCOTICS,Yes,41.86355777,-87.72998124,01/02/2025 4:38:00 PM
JJ101843,CRIMINAL DAMAGE,No,41.72210704,-87.55244924,01/02/2025 4:41:00 PM
JJ101828,OTHER OFFENSE,Yes,41.80135513,-87.64534128,01/02/2025 4:44:00 PM
JJ101834,NARCOTICS,Yes,41.89594808,-87.71145103,01/02/2025 4:45:00 PM
JJ101866,CRIMINAL TRESPASS,No,41.73294372,-87.60848233,01/02/2025 4:49:00 PM
JJ101869,CRIMINAL DAMAGE,No,41.72887305,-87.63583553,01/02/2025 4:50:00 PM
JJ101888,THEFT,No,41.8021017,-87.58774785,01/02/2025 4:51:00 PM
JJ101878,ASSAULT,Yes,41.71881028,-87.57610742,01/02/2025 4:53:00 PM
JJ101880,BATTERY,Yes,41.83584454,-87.66569768,01/02/2025 5:00:00 PM
JJ101929,BATTERY,Yes,41.67322734,-87.65759684,01/02/2025 5:00:00 PM
JJ101960,BATTERY,No,41.97428302,-87.76680823,01/02/2025 5:00:00 PM
JJ102045,CRIMINAL DAMAGE,No,41.96840553,-87.71278394,01/02/2025 5:00:00 PM
JJ102053,THEFT,No,41.87660796,-87.62764406,01/02/2025 5:00:00 PM
JJ102237,BATTERY,No,41.9255795,-87.64082962,01/02/2025 5:00:00 PM
JJ102339,THEFT,No,41.87666344,-87.64767362,01/02/2025 5:00:00 PM
JJ102429,THEFT,No,41.76806982,-87.56730628,01/02/2025 5:00:00 PM
JJ102591,BURGLARY,No,41.69022616,-87.61820678,01/02/2025 5:00:00 PM
JJ102622,MOTOR VEHICLE THEFT,No,41.7805727,-87.63263573,01/02/2025 5:00:00 PM
JJ102495,MOTOR VEHICLE THEFT,No,41.87097416,-87.70416277,01/02/2025 5:03:00 PM
JJ103569,THEFT,No,41.90928995,-87.64725845,01/02/2025 5:04:00 PM
JJ101903,BATTERY,Yes,41.87756511,-87.68479102,01/02/2025 5:08:00 PM
JJ103082,THEFT,No,41.98836847,-87.65533355,01/02/2025 5:10:00 PM
JJ101951,OTHER OFFENSE,No,41.72877306,-87.58126214,01/02/2025 5:11:00 PM
JJ101914,OTHER OFFENSE,Yes,41.78238978,-87.65093015,01/02/2025 5:12:00 PM
JJ101891,BATTERY,No,41.80523969,-87.61948568,01/02/2025 5:12:00 PM
JJ106045,DECEPTIVE PRACTICE,No,41.96743155,-87.73295129,01/02/2025 5:15:00 PM
JJ101934,WEAPONS VIOLATION,Yes,41.76934642,-87.68704424,01/02/2025 5:25:00 PM
JJ101899,ROBBERY,No,41.89449609,-87.74579223,01/02/2025 5:25:00 PM
JJ101949,DECEPTIVE PRACTICE,No,41.91030206,-87.68885364,01/02/2025 5:30:00 PM
JJ101971,THEFT,No,41.82213036,-87.60327658,01/02/2025 5:30:00 PM
JJ102047,BATTERY,No,41.86854191,-87.63923536,01/02/2025 5:30:00 PM
JJ102327,THEFT,No,41.88031443,-87.65805602,01/02/2025 5:30:00 PM
JJ102792,MOTOR VEHICLE THEFT,No,41.75099055,-87.56379336,01/02/2025 5:30:00 PM
JJ102009,DECEPTIVE PRACTICE,No,41.906276,-87.67001188,01/02/2025 5:36:00 PM
JJ101923,THEFT,No,41.80887591,-87.60897313,01/02/2025 5:50:00 PM
JJ101995,BATTERY,Yes,41.86647717,-87.69882839,01/02/2025 5:54:00 PM
JJ101956,BATTERY,No,41.78587718,-87.72872276,01/02/2025 5:54:00 PM
JJ102035,WEAPONS VIOLATION,No,41.81374743,-87.62133174,01/02/2025 5:59:00 PM
JJ102383,CRIMINAL DAMAGE,No,41.87853068,-87.70545831,01/02/2025 6:00:00 PM
JJ102996,MOTOR VEHICLE THEFT,No,41.84258409,-87.71260661,01/02/2025 6:00:00 PM
JJ103067,MOTOR VEHICLE THEFT,No,41.76511567,-87.58966443,01/02/2025 6:00:00 PM
JJ105156,MOTOR VEHICLE THEFT,No,41.90893553,-87.67340827,01/02/2025 6:00:00 PM
JJ101944,BATTERY,No,41.88530149,-87.62626674,01/02/2025 6:10:00 PM
JJ101968,OTHER OFFENSE,Yes,41.77303656,-87.6834732,01/02/2025 6:14:00 PM
JJ101986,BATTERY,No,41.89609711,-87.76068264,01/02/2025 6:18:00 PM
JJ101992,ASSAULT,No,41.94351743,-87.75684375,01/02/2025 6:20:00 PM
JJ101994,ASSAULT,No,41.88068796,-87.63156139,01/02/2025 6:20:00 PM
JJ102032,CRIMINAL DAMAGE,No,41.83797212,-87.65181152,01/02/2025 6:20:00 PM
JJ101984,BATTERY,Yes,42.01848229,-87.67593847,01/02/2025 6:21:00 PM
JJ101976,THEFT,No,41.86720674,-87.64309004,01/02/2025 6:23:00 PM
JJ101991,ASSAULT,No,41.77804747,-87.58638773,01/02/2025 6:26:00 PM
JJ102071,CRIMINAL DAMAGE,No,41.74598003,-87.66332788,01/02/2025 6:28:00 PM
JJ102021,OFFENSE INVOLVING CHILDREN,No,41.89055684,-87.71983667,01/02/2025 6:30:00 PM
JJ102022,CRIMINAL TRESPASS,No,41.89010037,-87.64648323,01/02/2025 6:30:00 PM
JJ102073,BATTERY,No,41.65681876,-87.61415961,01/02/2025 6:30:00 PM
JJ102480,DECEPTIVE PRACTICE,No,41.77508966,-87.68596741,01/02/2025 6:35:00 PM
JJ101982,WEAPONS VIOLATION,Yes,41.6846545,-87.62075061,01/02/2025 6:37:00 PM
JJ102000,ASSAULT,No,41.78527785,-87.69356129,01/02/2025 6:37:00 PM
JJ101993,CONCEALED CARRY LICENSE VIOLATION,Yes,41.88299761,-87.68751599,01/02/2025 6:38:00 PM
JJ101989,NARCOTICS,Yes,41.8530602,-87.72722789,01/02/2025 6:40:00 PM
JJ102010,THEFT,No,42.00109241,-87.67164379,01/02/2025 6:40:00 PM
JJ102075,ROBBERY,No,41.91405179,-87.71398676,01/02/2025 6:40:00 PM
JJ102012,ASSAULT,No,41.78211979,-87.66428272,01/02/2025 6:45:00 PM
JJ102006,THEFT,No,41.94860279,-87.64803178,01/02/2025 6:48:00 PM
JJ102041,CRIMINAL DAMAGE,No,41.72991452,-87.66045778,01/02/2025 7:00:00 PM
JJ102064,THEFT,No,41.91137919,-87.65016784,01/02/2025 7:00:00 PM
JJ102180,MOTOR VEHICLE THEFT,No,41.91950708,-87.76988709,01/02/2025 7:00:00 PM
JJ102381,MOTOR VEHICLE THEFT,No,41.74554014,-87.690079,01/02/2025 7:00:00 PM
JJ102720,BATTERY,No,41.77763519,-87.61556106,01/02/2025 7:00:00 PM
JJ102778,THEFT,No,41.70733204,-87.53770448,01/02/2025 7:00:00 PM
JJ103209,BATTERY,No,41.724476,-87.63482442,01/02/2025 7:00:00 PM
JJ111502,DECEPTIVE PRACTICE,No,41.97238029,-87.74265359,01/02/2025 7:00:00 PM
JJ112506,THEFT,No,41.74358855,-87.56124713,01/02/2025 7:00:00 PM
JJ102034,CRIMINAL DAMAGE,No,41.91086359,-87.65160614,01/02/2025 7:01:00 PM
JJ102026,ROBBERY,No,41.81138258,-87.6992,01/02/2025 7:05:00 PM
JJ114875,BATTERY,No,41.89817558,-87.72616969,01/02/2025 7:10:00 PM
JJ102044,ASSAULT,No,42.02252483,-87.67217975,01/02/2025 7:12:00 PM
JJ102323,THEFT,No,41.99401984,-87.71328195,01/02/2025 7:14:00 PM
JJ102036,CRIMINAL TRESPASS,No,41.88465026,-87.62791546,01/02/2025 7:15:00 PM
JJ102050,THEFT,No,42.01951586,-87.69078808,01/02/2025 7:15:00 PM
JJ102054,BATTERY,No,41.86135928,-87.69440034,01/02/2025 7:20:00 PM
JJ102056,OTHER OFFENSE,No,41.78509165,-87.62221722,01/02/2025 7:20:00 PM
JJ102067,OTHER OFFENSE,Yes,41.79688035,-87.64874842,01/02/2025 7:23:00 PM
JJ102077,WEAPONS VIOLATION,Yes,41.74464734,-87.55223846,01/02/2025 7:23:00 PM
JJ102085,THEFT,No,41.87782218,-87.65518141,01/02/2025 7:26:00 PM
JJ102971,OTHER OFFENSE,No,41.97281573,-87.79904279,01/02/2025 7:29:00 PM
JJ102070,ASSAULT,No,41.75450785,-87.5760508,01/02/2025 7:30:00 PM
JJ102810,ASSAULT,No,41.69012691,-87.61329813,01/02/2025 7:30:00 PM
JJ102040,OTHER OFFENSE,No,41.7535091,-87.63680392,01/02/2025 7:33:00 PM
JJ103787,ASSAULT,No,41.75100739,-87.54803123,01/02/2025 7:34:00 PM
JJ102065,BATTERY,No,41.73905694,-87.6485678,01/02/2025 7:36:00 PM
JJ102440,OTHER OFFENSE,No,41.70395751,-87.56445699,01/02/2025 7:41:00 PM
JJ102063,THEFT,Yes,41.92190489,-87.64263678,01/02/2025 7:44:00 PM
JJ102078,BATTERY,No,41.91863873,-87.75529671,01/02/2025 7:44:00 PM
JJ102098,NARCOTICS,Yes,41.87105919,-87.6966866,01/02/2025 7:45:00 PM
JJ102360,MOTOR VEHICLE THEFT,No,41.79396228,-87.77941883,01/02/2025 7:45:00 PM
JJ102069,THEFT,Yes,41.87782218,-87.65518141,01/02/2025 7:52:00 PM
JJ104953,THEFT,No,41.75459296,-87.74152854,01/02/2025 7:55:00 PM
JJ102096,ASSAULT,No,41.90202302,-87.77370683,01/02/2025 8:00:00 PM
JJ102111,THEFT,No,41.84553298,-87.69833071,01/02/2025 8:00:00 PM
JJ102116,ROBBERY,No,41.78484725,-87.61206698,01/02/2025 8:00:00 PM
JJ102431,MOTOR VEHICLE THEFT,No,41.85435893,-87.72840124,01/02/2025 8:00:00 PM
JJ102618,CRIMINAL DAMAGE,No,41.7411552,-87.72286209,01/02/2025 8:00:00 PM
JJ103870,CRIMINAL DAMAGE,No,41.78801275,-87.78286555,01/02/2025 8:00:00 PM
JJ104039,THEFT,No,41.91027477,-87.69133007,01/02/2025 8:00:00 PM
JJ105138,BATTERY,No,41.78751037,-87.61663896,01/02/2025 8:00:00 PM
JJ108364,THEFT,No,41.803672,-87.70384602,01/02/2025 8:00:00 PM
JJ110325,OTHER OFFENSE,No,42.01794869,-87.68343279,01/02/2025 8:00:00 PM
JJ102080,ASSAULT,No,41.85362274,-87.62551459,01/02/2025 8:02:00 PM
JJ102097,OTHER OFFENSE,No,41.79926998,-87.61933922,01/02/2025 8:07:00 PM
JJ102086,WEAPONS VIOLATION,Yes,41.83207129,-87.61697868,01/02/2025 8:09:00 PM
JJ102081,THEFT,Yes,41.9810519,-87.66837572,01/02/2025 8:11:00 PM
JJ102129,THEFT,No,41.9309465,-87.78896265,01/02/2025 8:18:00 PM
JJ102104,BATTERY,Yes,41.9031259,-87.63218266,01/02/2025 8:20:00 PM
JJ102451,BATTERY,No,41.92682528,-87.75977586,01/02/2025 8:20:00 PM
JJ102107,CRIMINAL DAMAGE,No,41.77334833,-87.66040361,01/02/2025 8:30:00 PM
JJ102122,THEFT,No,41.90805415,-87.63753273,01/02/2025 8:30:00 PM
JJ103469,BATTERY,No,41.97092824,-87.73674653,01/02/2025 8:30:00 PM
JJ102095,NARCOTICS,Yes,41.89616164,-87.71389886,01/02/2025 8:34:00 PM
JJ102105,ROBBERY,No,41.74808565,-87.64396812,01/02/2025 8:36:00 PM
JJ121415,BURGLARY,No,41.87671365,-87.75069556,01/02/2025 8:43:00 PM
JJ102634,BATTERY,Yes,41.83765805,-87.72801544,01/02/2025 9:00:00 PM
JJ102418,CRIMINAL DAMAGE,No,41.85776817,-87.7090753,01/02/2025 9:00:00 PM
JJ102717,THEFT,No,41.75815003,-87.58956893,01/02/2025 9:00:00 PM
JJ102751,THEFT,No,41.70578379,-87.53407974,01/02/2025 9:00:00 PM
JJ102770,OTHER OFFENSE,No,41.74603021,-87.6681864,01/02/2025 9:00:00 PM
JJ102900,CRIMINAL DAMAGE,No,41.71299919,-87.67334699,01/02/2025 9:00:00 PM
JJ105814,BATTERY,No,41.94356957,-87.75684328,01/02/2025 9:00:00 PM
JJ102139,OTHER OFFENSE,Yes,41.81272328,-87.70647191,01/02/2025 9:01:00 PM
JJ102132,MOTOR VEHICLE THEFT,Yes,41.93240326,-87.72699549,01/02/2025 9:07:00 PM
JJ102145,WEAPONS VIOLATION,Yes,41.96095685,-87.72699694,01/02/2025 9:08:00 PM
JJ102286,ROBBERY,No,41.80083907,-87.66720179,01/02/2025 9:09:00 PM
JJ102147,DECEPTIVE PRACTICE,Yes,41.72782277,-87.6163466,01/02/2025 9:10:00 PM
JJ104627,OTHER OFFENSE,No,41.68714809,-87.67152444,01/02/2025 9:11:00 PM
JJ102153,OTHER OFFENSE,Yes,41.84443955,-87.71063987,01/02/2025 9:13:00 PM
JJ102149,PUBLIC PEACE VIOLATION,Yes,41.84559224,-87.71116453,01/02/2025 9:15:00 PM
JJ102148,WEAPONS VIOLATION,Yes,41.74065698,-87.54418545,01/02/2025 9:18:00 PM
JJ104106,BATTERY,No,41.70268678,-87.52602515,01/02/2025 9:20:00 PM
JJ102150,NARCOTICS,Yes,41.87963583,-87.7361827,01/02/2025 9:22:00 PM
JJ102163,BATTERY,No,41.85353674,-87.63342194,01/02/2025 9:23:00 PM
JJ102141,CRIMINAL TRESPASS,Yes,41.93691476,-87.64429414,01/02/2025 9:29:00 PM
JJ102208,CRIMINAL TRESPASS,Yes,41.77907344,-87.61560001,01/02/2025 9:30:00 PM
JJ102137,WEAPONS VIOLATION,Yes,41.75812983,-87.58224625,01/02/2025 9:37:00 PM
JJ102946,THEFT,No,41.97475235,-87.65496681,01/02/2025 9:45:00 PM
JJ102151,BATTERY,Yes,41.85727922,-87.62391786,01/02/2025 9:48:00 PM
JJ102176,BATTERY,No,41.75851818,-87.58836251,01/02/2025 9:53:00 PM
JJ102481,CRIMINAL DAMAGE,No,41.76148713,-87.587881,01/02/2025 9:53:00 PM
JJ102346,CRIMINAL DAMAGE,No,41.80588494,-87.60727927,01/02/2025 10:00:00 PM
JJ102362,CRIMINAL DAMAGE,No,41.99316473,-87.66036277,01/02/2025 10:00:00 PM
JJ102406,CRIMINAL DAMAGE,No,41.77078031,-87.73597264,01/02/2025 10:00:00 PM
JJ102487,ASSAULT,No,41.97701673,-87.65643223,01/02/2025 10:00:00 PM
JJ102559,MOTOR VEHICLE THEFT,No,41.69745392,-87.61105602,01/02/2025 10:00:00 PM
JJ102902,CRIMINAL DAMAGE,No,41.70002011,-87.61284357,01/02/2025 10:00:00 PM
JJ103117,ASSAULT,No,41.75095488,-87.56379379,01/02/2025 10:00:00 PM
JJ103272,MOTOR VEHICLE THEFT,No,41.83367988,-87.61266384,01/02/2025 10:00:00 PM
JJ107296,THEFT,No,41.92156858,-87.79517874,01/02/2025 10:00:00 PM
JJ126731,THEFT,No,41.79152809,-87.66208002,01/02/2025 10:00:00 PM
JJ102177,ROBBERY,No,41.78004857,-87.62103737,01/02/2025 10:06:00 PM
JJ102160,NARCOTICS,Yes,41.77220434,-87.66328599,01/02/2025 10:10:00 PM
JJ102168,WEAPONS VIOLATION,Yes,41.87704198,-87.72925957,01/02/2025 10:13:00 PM
JJ102179,BATTERY,No,41.76533124,-87.63630218,01/02/2025 10:15:00 PM
JJ102173,WEAPONS VIOLATION,No,41.98296977,-87.71648973,01/02/2025 10:19:00 PM
JJ102185,THEFT,No,41.89702176,-87.62978114,01/02/2025 10:30:00 PM
JJ102209,BATTERY,No,41.89625268,-87.70993112,01/02/2025 10:30:00 PM
JJ102569,MOTOR VEHICLE THEFT,No,41.83556285,-87.6340398,01/02/2025 10:30:00 PM
JJ102162,DECEPTIVE PRACTICE,No,41.77917161,-87.72277664,01/02/2025 10:33:00 PM
JJ102330,BURGLARY,No,41.95380872,-87.65452721,01/02/2025 10:35:00 PM
JJ102187,ASSAULT,Yes,41.97733182,-87.81198358,01/02/2025 10:39:00 PM
JJ102457,CRIMINAL DAMAGE,No,41.76895725,-87.61856474,01/02/2025 10:45:00 PM
JJ102483,CRIMINAL DAMAGE,No,41.87196373,-87.69698972,01/02/2025 10:45:00 PM
JJ102193,ROBBERY,No,41.9159576,-87.67668676,01/02/2025 10:46:00 PM
JJ107119,CRIMINAL DAMAGE,No,41.88321693,-87.62867302,01/02/2025 10:50:00 PM
JJ102211,OTHER OFFENSE,No,41.85741324,-87.69394406,01/02/2025 10:51:00 PM
JJ102203,BATTERY,No,41.7641484,-87.68067817,01/02/2025 10:53:00 PM
JJ102197,ASSAULT,No,41.81679288,-87.60806218,01/02/2025 11:00:00 PM
JJ102200,BATTERY,No,41.85695897,-87.73072236,01/02/2025 11:00:00 PM
JJ102561,CRIMINAL DAMAGE,No,41.76971314,-87.58471385,01/02/2025 11:00:00 PM
JJ102593,BURGLARY,No,41.88164043,-87.65581671,01/02/2025 11:00:00 PM
JJ102681,CRIMINAL DAMAGE,No,41.88108767,-87.76653422,01/02/2025 11:00:00 PM
JJ102846,BURGLARY,No,41.8396433,-87.73293992,01/02/2025 11:00:00 PM
JJ103434,THEFT,No,41.87390011,-87.68551102,01/02/2025 11:00:00 PM
JJ102188,OTHER OFFENSE,No,41.74503984,-87.60748882,01/02/2025 11:20:00 PM
JJ102198,OTHER OFFENSE,No,41.74622271,-87.66211975,01/02/2025 11:24:00 PM
JJ102212,BATTERY,Yes,41.74700607,-87.72182824,01/02/2025 11:28:00 PM
JJ102201,BATTERY,No,41.69768686,-87.65328369,01/02/2025 11:28:00 PM
JJ102779,THEFT,No,41.65582792,-87.59594724,01/02/2025 11:30:00 PM
JJ102219,CRIMINAL DAMAGE,Yes,41.78146261,-87.61323051,01/02/2025 11:58:00 PM
JJ103181,WEAPONS VIOLATION,Yes,41.77179941,-87.69482434,01/03/2025 12:00:00 AM
JJ103246,OTHER OFFENSE,Yes,41.97045545,-87.76305087,01/03/2025 12:00:00 AM
JJ102568,CRIMINAL SEXUAL ASSAULT,No,41.747393,-87.58543861,01/03/2025 12:00:00 AM
JJ102819,BATTERY,No,41.99004158,-87.65891695,01/03/2025 12:00:00 AM
JJ102841,DECEPTIVE PRACTICE,No,41.95462423,-87.70926334,01/03/2025 12:00:00 AM
JJ102995,THEFT,No,41.85202372,-87.68662741,01/03/2025 12:00:00 AM
JJ103185,BATTERY,No,41.74952251,-87.68283456,01/03/2025 12:00:00 AM
JJ103322,ASSAULT,No,41.8211396,-87.60977045,01/03/2025 12:00:00 AM
JJ103511,DECEPTIVE PRACTICE,No,41.92119966,-87.79200711,01/03/2025 12:00:00 AM
JJ105579,CRIMINAL DAMAGE,No,41.90736907,-87.70781716,01/03/2025 12:00:00 AM
JJ106096,THEFT,No,41.71583311,-87.64971174,01/03/2025 12:00:00 AM
JJ109002,DECEPTIVE PRACTICE,No,41.73586783,-87.72510681,01/03/2025 12:00:00 AM
JJ115691,OTHER OFFENSE,No,41.89852961,-87.76200528,01/03/2025 12:00:00 AM
JJ115949,BURGLARY,No,41.85094557,-87.7279746,01/03/2025 12:00:00 AM
JJ117648,DECEPTIVE PRACTICE,No,41.93241906,-87.73682254,01/03/2025 12:00:00 AM
JJ118736,DECEPTIVE PRACTICE,No,41.94373174,-87.64070306,01/03/2025 12:00:00 AM
JJ105638,DECEPTIVE PRACTICE,No,41.87302197,-87.63359492,01/03/2025 12:01:00 AM
JJ111736,OTHER OFFENSE,No,41.8744162,-87.63859167,01/03/2025 12:01:00 AM
JJ115425,OTHER OFFENSE,No,41.84116428,-87.6171782,01/03/2025 12:01:00 AM
JJ103371,CRIMINAL DAMAGE,Yes,41.76495861,-87.63099122,01/03/2025 12:03:00 AM
JJ102210,THEFT,Yes,41.72810496,-87.61714942,01/03/2025 12:07:00 AM
JJ112742,DECEPTIVE PRACTICE,No,41.72149186,-87.57533234,01/03/2025 12:12:00 AM
JJ102218,BATTERY,No,41.80415377,-87.67093057,01/03/2025 12:16:00 AM
JJ102503,CRIMINAL DAMAGE,No,41.96567267,-87.73298251,01/03/2025 12:20:00 AM
